Link,Title,Platform,Level
/course/edx-databases-relational-databases-and-sql-19468,Databases: Relational Databases and SQL,edx,beginner
/course/edx-the-threat-of-nuclear-terrorism-19509,The Threat of Nuclear Terrorism,edx,beginner
/course/edx-competencias-para-buscar-mantener-y-promocionar-en-un-empleo-18073,"Competencias para buscar, mantener y promocionar en un empleo",edx,beginner
/course/edx-international-women-s-health-and-human-rights-19183,International Women's Health and Human Rights,edx,beginner
/course/edx-interprofessional-education-for-21st-century-care-19302,Interprofessional Education for 21st Century Care,edx,beginner
/course/edx-america-s-poverty-and-inequality-course-7992,America's Poverty and Inequality Course,edx,beginner
/course/edx-introduction-to-the-natural-capital-project-approach-2562,Introduction to the Natural Capital Project Approach,edx,beginner
/course/edx-covid-19-training-for-healthcare-workers-20903,COVID-19 Training for Healthcare Workers,edx,beginner
/course/edx-compilers-2716,Compilers,edx,beginner
/course/edx-nano-at-stanford-18945,Nano @ Stanford,edx,beginner
/course/edx-molecular-foundations-of-medicine-19278,Molecular Foundations of Medicine,edx,beginner
/course/edx-programming-basics-1650,Programming Basics,edx,beginner
/course/edx-introduction-to-differential-equations-8005,Introduction to Differential Equations,edx,beginner
/course/edx-it-fundamentals-for-business-professionals-programming-3785,IT Fundamentals for Business Professionals: Programming,edx,beginner
/course/edx-it-fundamentals-for-business-professionals-hardware-3786,IT Fundamentals for Business Professionals: Hardware,edx,beginner
/course/edx-it-fundamentals-for-business-professionals-enterprise-systems-3787,IT Fundamentals for Business Professionals: Enterprise Systems,edx,beginner
/course/edx-introduction-to-algebra-2526,Introduction to Algebra,edx,beginner
/course/edx-the-psychology-of-criminal-justice-2021,The Psychology of Criminal Justice,edx,beginner
/course/edx-how-to-code-simple-data-3465,How to Code: Simple Data,edx,beginner
/course/edx-databases-advanced-topics-in-sql-20361,Databases: Advanced Topics in SQL,edx,beginner
/course/edx-disaster-medicine-training-19384,Disaster Medicine Training,edx,beginner
/course/r-programming-fundamentals-40742,R Programming Fundamentals,edx,beginner
/course/edx-staying-fit-19448,Staying Fit,edx,beginner
/course/edx-quantum-mechanics-for-scientists-and-engineers-1-21196,Quantum Mechanics for Scientists and Engineers 1,edx,beginner
/course/edx-databases-modeling-and-theory-20362,Databases: Modeling and Theory,edx,beginner
/course/edx-comparative-equality-and-anti-discrimination-law-18121,Comparative Equality and Anti-Discrimination Law,edx,beginner
/course/edx-american-prophet-the-inner-life-and-global-vision-of-martin-luther-king-jr-5691,"American Prophet: The Inner Life and Global Vision of Martin Luther King, Jr.",edx,beginner
/course/edx-unconventional-reservoir-geomechanics-13573,Unconventional Reservoir Geomechanics,edx,beginner
/course/edx-introduction-to-probability-management-21383,Introduction to Probability Management,edx,beginner
/course/edx-introduction-to-haptics-19419,Introduction to Haptics,edx,beginner
/course/edx-databases-semistructured-data-20360,Databases: Semistructured Data,edx,beginner
/course/edx-what-every-provider-should-know-clinical-fundamentals-19281,What Every Provider Should Know: Clinical Fundamentals,edx,beginner
